texto;categoria;origem;data_criacao;status;prioridade;cliente_id
NAO CONSIGO Boa noite não entendi o prazo e o andamento do status agradeço o atendimento podem verificar essa falha e orientar a correção o app está instável e fica travando;suporte;telefone;2025-09-09 09:10:01;fechado;alta;9578
foi rápido e ajudou bastante no começo do mês quero informacao de como funciona o procedimento de devolução podem confirmar a política e as regras aplicáveis;informacoes;chat;2025-09-09 09:29:14;fechado;media;1674
PRECISO DE AJUDA não consigo acessar o login e aparece mensagem de erro já tentei limpei cache e cookies, reiniciei o aparelho obrigado pela ajuda preciso que a funcionalidade volte a funcionar;suporte;telefone;2025-09-09 09:42:19;fechado;alta;7955
PRECISO DE AJUDA no fim de semana preciso de orientação sobre regras e condições de troca foi rápido e ajudou bastante podem informar como funciona e quais dados preciso enviar;informacoes;email;2025-09-09 09:44:33;fechado;alta;1343
ABSURDO no começo do mês está cansativo e ninguém dá solução preciso de nota fiscal e comprovante para concluir veio juros e multa e eu não entendi o motivo;financeiro;telefone;2025-09-09 09:57:26;fechado;alta;8371
ABSURDO Boa noite teve tentativa de entrega mas não chegou no endereço qual a documentação e confirmação necessária no cadastro já tentei atualizei o app, refiz a senha e tentei de novo, tentei outro navegador está cansativo e ninguém dá solução desde a semana passada podem verificar o rastreamento e atualizar o status desde já agradeço PEDIDO_[SPI];logistica;telefone;2025-09-09 10:00:13;fechado;alta;3178
Bom dia meu saldo e limite parecem errados depois da cobrança quero resolver o quanto antes no fim de semana;financeiro;chat;2025-09-09 10:05:49;fechado;media;8904
NAO CONSIGO preciso de relatório e extrato, mas não acho a opção obrigado pela ajuda;informacoes;telefone;2025-09-09 10:10:20;fechado;alta;9297
URGENTE podem verificar o rastreamento e atualizar o status o pedido ficou parado em trânsito e não chegou isso é urgente e está me travando agradeço, ficou resolvido aqui PEDIDO_[BLX];logistica;telefone;2025-09-09 10:11:46;fechado;alta;8398
aguardo retorno minha entrega atrasou e o prazo mudou foi rápido e ajudou bastante PEDIDO_[TQM];logistica;telefone;2025-09-09 10:13:33;fechado;media;2114
já tentei no chat e também por telefone, mas não resolveu está cansativo e ninguém dá solução preciso ajustar a assinatura e evitar duplicidade minha mensalidade foi cobrada em duplicidade e isso me atrapalha;assinatura;email;2025-09-09 11:34:52;fechado;media;4958
URGENTE o período de teste acabou e eu não vi a gratuidade estou bem irritado porque já tentei outras vezes preciso reativação sem cobrança indevida;assinatura;chat;2025-09-09 13:01:21;fechado;alta;1964
já pedi ajuda antes e continua igual hoje mais cedo, estou ligando pra tentar resolver o processo é burocrático e falta transparência no retorno estou bem irritado pq já tentei outras vezes agradeco se puderem revisar a comunicacao do suporte fico no aguardo de retorno como funciona isso e qual o procedimento;feedback;telefone;2025-09-09 13:25:52;fechado;baixa;2139
ABSURDO já falei com o atendimento e ficou sem retorno estou bem irritado porque já tentei outras vezes por favor, registrem a reclamação e me orientem estou decepcionado e quero uma revisão do caso;feedback;chat;2025-09-09 13:57:59;aberto;alta;1631
o estorno não apareceu e eu queria reembolso podem revisar o processamento e dizer se foi aprovado preciso de retorno rápido, por favor;financeiro;telefone;2025-09-09 14:14:27;fechado;alta;2226
quero esclarecimento sobre política e cancelamento preciso de esclarecimento sobre prazo e condições estou bem irritado pq já tentei outras vezes;informacoes;telefone;2025-09-09 14:34:38;fechado;alta;2139
PRECISO DE AJUDA agora pouco, estou ligando pra tentar resolver obrigado pela ajuda preciso de previsão de entrega e confirmação de recebimento preciso de reagendamento porque o prazo já passou;logistica;telefone;2025-09-09 14:59:31;fechado;alta;1343
Bom dia o cupom de desconto não aplicou na mensalidade preciso reativação sem cobranca indevida isso é urgente e está me travando hoje mais cedo;assinatura;telefone;2025-09-09 15:34:31;fechado;alta;5081
ABSURDO Boa noite eu não reconheço a cobrança e preciso de contestação quero orientação sobre pagamento e compensação está cansativo e ninguém dá solução faz dias FATURA_[NWP];financeiro;chat;2025-09-09 15:39:16;fechado;alta;5704
isso está me atrapalhando desde a semana passada o comprovante não aparece e o pagamento fica travado preciso de estorno ou reembolso o quanto antes;financeiro;telefone;2025-09-09 16:22:34;fechado;media;9005
URGENTE o pedido ficou parado em trânsito e não chegou já tentei no chat e também por telefone, mas não resolveu faz dias foi rápido e ajudou bastante parece que cada hora muda uma coisa fico no aguardo de retorno PEDIDO_[BGP];logistica;email;2025-09-09 18:39:25;fechado;alta;4121
meu saldo e limite parecem errados depois da cobrança foi rápido e ajudou bastante valeu, podem fechar por favor podem verificar a fatura e ajustar a cobrança o status do plano expirou e não consigo reativar;financeiro;telefone;2025-09-09 18:40:16;fechado;baixa;4377
falei no chat antes e fiquei sem retorno, então envio este email estou bem irritado porque já tentei outras vezes quero registrar reclamação sobre qualidade e comunicação;feedback;email;2025-09-09 18:54:59;fechado;alta;1171
falei no chat antes e fiquei sem retorno, então envio este email está cansativo e ninguém dá solução eu só queria que fosse mais simples o boleto não compensou e a cobrança continua pendente FATURA_[NCR];financeiro;email;2025-09-09 20:16:06;fechado;baixa;2614
ABSURDO podem orientar devolução, troca e coleta do pacote o pedido ficou parado em trânsito e não chegou estou bem irritado porque já tentei outras vezes obrigado, já normalizou e pode encerrar PEDIDO_[RKV];logistica;chat;2025-09-09 20:51:51;fechado;alta;3622
já tentei pelo chat e não resolveu, por isso liguei isso está revoltante, sempre fica pendente preciso de nota fiscal e comprovante para concluir veio juros e multa e eu não entendi o motivo FATURA_[QGX] PROTO_[EVK];financeiro;telefone;2025-09-09 20:53:18;fechado;media;6629
no fim de semana o sistema fica lento e às vezes dá crash estou bem irritado porque já tentei outras vezes podem verificar o rastreamento e atualizar o status desde já agradeço o status está pendente e não consigo saber o recebimento;logistica;chat;2025-09-09 21:38:10;fechado;media;1674
já mandei email e não resolveu, tô tentando por aqui o status do plano expirou e não consigo reativar veio juros e multa e eu não entendi o motivo obrigado pela ajuda quero confirmar a renovação e a mensalidade correta desde ontem obrigado pela atenção PROTO_[JIX];assinatura;chat;2025-09-09 22:07:27;fechado;baixa;1905
já mandei email e não resolveu, tô tentando por aqui a sessão desconecta e fica intermitente ja tentei limpei cache e cookies, refiz a senha e tentei de novo, saí e entrei na minha conta quero um registro formal, porque ficou revoltante pra mim está cansativo e ninguém dá solução faz dias podem verificar essa falha e orientar a correção fico no aguardo de retorno;suporte;chat;2025-09-09 22:52:36;fechado;media;4180
PRECISO DE AJUDA Olá a ativação falha e a assinatura fica suspensa agradeço o atendimento podem verificar o desconto e o cupom do meu plano obrigado pela atenção já mandei email e não resolveu, tô tentando por aqui;assinatura;chat;2025-09-10 02:36:08;fechado;alta;3622
URGENTE no fim de semana ja tentei limpei cache e cookies, refiz a senha e tentei de novo, reiniciei o aparelho estou bem irritado porque já tentei outras vezes qual a documentação e confirmação necessária no cadastro;informacoes;chat;2025-09-10 04:50:30;fechado;alta;4607
deixo sugestão pra melhorar a experiência e a satisfação podem dar prioridade e melhorar o retorno quero apenas entender e resolver;feedback;email;2025-09-10 08:03:34;fechado;baixa;6291
PRECISO DE AJUDA já tentei limpei cache e cookies, refiz a senha e tentei de novo desde ontem quero cancelar minha assinatura e entender a multa agradeço o atendimento quero confirmar a renovação e a mensalidade correta;assinatura;telefone;2025-09-10 08:11:16;fechado;alta;2086
PRECISO DE AJUDA o app está instável e fica travando já liguei e não ficou claro, tô chamando no chat agora pouco estou bem irritado pq já tentei outras vezes podem orientar como limpar cache e ajustar o navegador fico no aguardo de retorno;suporte;chat;2025-09-10 08:14:20;fechado;alta;6644
NAO CONSIGO agora pouco quero troca ou devolução pq veio danificado estou bem irritado pq já tentei outras vezes preciso de previsão de entrega e confirmação de recebimento como funciona isso e qual o procedimento;logistica;email;2025-09-10 09:02:57;fechado;alta;1171
o envio ficou na separação e não anda Olá hoje mais cedo estou insatisfeito com o atendimento, sem retorno e muita demora quero resolver o quanto antes inclusive fiquei perdido com o procedimento preciso de previsão de entrega e confirmação de recebimento;logistica;email;2025-09-10 09:13:38;fechado;media;6010
URGENTE podem revisar o processamento e dizer se foi aprovado veio juros e multa e eu não entendi o motivo obrigado pela ajuda obrigado, já normalizou e pode encerrar;financeiro;telefone;2025-09-10 09:17:01;fechado;alta;7064
ABSURDO já chamei no chat e mandei email, mas sigo sem retorno não consigo acessar o login e aparece mensagem de erro estou bem irritado porque já tentei outras vezes podem orientar como limpar cache e ajustar o navegador;suporte;telefone;2025-09-10 09:17:16;fechado;alta;7247
URGENTE ja pedi ajuda antes e continua igual já tentei saí e entrei na minha conta, tentei outro navegador, atualizei o app isso está revoltante, sempre fica pendente o comprovante não aparece e o pagamento fica travado;financeiro;telefone;2025-09-10 09:44:19;fechado;alta;4001
Oi o estorno não apareceu e eu queria reembolso estou bem irritado porque já tentei outras vezes preciso de estorno ou reembolso o quanto antes agradeço, ficou resolvido aqui já tentei pelo chat e não resolveu, por isso liguei;financeiro;telefone;2025-09-10 10:19:44;fechado;alta;1905
NAO CONSIGO já tentei pelo chat e não resolveu, por isso liguei preciso de reagendamento porque o prazo já passou quero reagendamento da tentativa de entrega foi rápido e ajudou bastante fico no aguardo de retorno desde ontem;logistica;telefone;2025-09-10 10:30:48;fechado;alta;1857
NAO CONSIGO podem verificar o rastreamento e atualizar o status minha entrega atrasou e o prazo mudou foi rápido e ajudou bastante aguardo retorno;logistica;chat;2025-09-10 10:38:10;fechado;alta;1857
quero informação de como funciona o procedimento de devolução preciso de esclarecimento sobre prazo e condições obrigado pela ajuda;informacoes;telefone;2025-09-10 12:07:59;fechado;alta;1909
NAO CONSIGO desde a semana passada, estou ligando pra tentar resolver o cartão não aprovou e eu preciso de orientação estou bem irritado porque já tentei outras vezes por favor, façam uma reanálise da contestação;financeiro;telefone;2025-09-10 12:33:06;fechado;alta;6568
ABSURDO Boa noite a recuperação de senha falha e eu fico sem acesso foi rápido e ajudou bastante podem checar se é bug e como contornar obrigado, já normalizou e pode encerrar como funciona isso e qual o procedimento;suporte;telefone;2025-09-10 12:58:20;fechado;alta;6778
NAO CONSIGO estou decepcionado e quero uma revisão do caso quero reanálise do atendimento e mais transparência estou bem irritado porque já tentei outras vezes;feedback;telefone;2025-09-10 14:14:24;fechado;alta;7212
ABSURDO já mandei email e não resolveu, tô tentando por aqui hoje mais cedo o sistema fica lento e às vezes dá crash agradeço o atendimento quero um passo a passo pra resolver o erro valeu, podem fechar por favor;suporte;chat;2025-09-10 14:29:08;fechado;alta;1909
já chamei no chat e mandei email, mas sigo sem retorno hoje mais cedo a fatura parece com duplicidade e o valor não bate estou bem irritado pq já tentei outras vezes podem revisar o processamento e dizer se foi aprovado valeu, podem fechar por favor;financeiro;telefone;2025-09-10 15:01:40;fechado;alta;8226
obrigado pela ajuda agora pouco o sistema fica lento e às vezes dá crash podem checar se é bug e como contornar obrigado pela atenção;suporte;telefone;2025-09-10 15:16:04;fechado;media;4384
o cartão não aprovou e eu preciso de orientação quero resolver o quanto antes preciso de orientação sobre nota fiscal e estorno;financeiro;chat;2025-09-10 15:16:11;fechado;media;2088
URGENTE preciso saber formas de pagamento e como gerar comprovante podem me orientar com um passo a passo bem claro obrigado, já normalizou e pode encerrar agradeço o atendimento;informacoes;telefone;2025-09-10 15:31:01;fechado;alta;5422
preciso de reagendamento porque o prazo já passou preciso de atualização do envio e da separação isso está me atrapalhando;logistica;telefone;2025-09-10 15:43:43;fechado;media;8571
desde ontem agradeço o atendimento podem informar como funciona e quais dados preciso enviar não entendi o prazo e o andamento do status;informacoes;chat;2025-09-10 15:46:32;fechado;media;6344
Bom dia a tela em branco aparece e não carrega preciso de uma orientação pra seguir podem verificar essa falha e orientar a correção no começo do mês;suporte;chat;2025-09-10 16:17:03;fechado;media;6852
PRECISO DE AJUDA quero troca ou devolução porque veio danificado Boa tarde desde ontem estou bem irritado porque já tentei outras vezes;logistica;chat;2025-09-10 16:24:27;fechado;alta;1825
falei no chat antes e fiquei sem retorno, então envio este email desde ontem a cobrança ficou pendente e o pagamento não confirma tenho dúvida sobre limite e restrição nas condições estou bem irritado porque já tentei outras vezes preciso de nota fiscal e comprovante para concluir como funciona isso e qual o procedimento FATURA_[DAI];financeiro;email;2025-09-10 16:38:22;fechado;media;1289
Olá preciso de retorno rápido, por favor desde já agradeço preciso que a funcionalidade volte a funcionar o navegador trava e parece problema de cookies e cache;suporte;email;2025-09-10 17:00:09;fechado;alta;5523
isso está revoltante, sempre fica pendente a fatura parece com duplicidade e o valor não bate já tentei limpei cache e cookies, atualizei o app obrigado pela atenção;financeiro;email;2025-09-10 17:09:19;fechado;alta;1305
podem revisar o processamento e dizer se foi aprovado meu saldo e limite parecem errados depois da cobrança isso está revoltante, sempre fica pendente PROTO_[YCT];financeiro;chat;2025-09-10 17:37:13;fechado;media;2900
Boa noite quero entender o horário de atendimento e o procedimento estou bem irritado porque já tentei outras vezes minha mensalidade foi cobrada em duplicidade e isso me atrapalha obrigado pela atenção hoje mais cedo;informacoes;email;2025-09-10 17:43:01;fechado;baixa;9735
já tentei pelo chat e não resolveu, por isso liguei já tentei atualizei o app, limpei cache e cookies, saí e entrei na minha conta podem verificar o desconto e o cupom do meu plano estou bem irritado porque já tentei outras vezes houve reajuste e eu queria orientação sobre o plano;assinatura;telefone;2025-09-10 18:38:58;fechado;alta;2692
Oi, se der o período de teste acabou e eu não vi a gratuidade preciso de uma orientação pra seguir obrigado, já normalizou e pode encerrar;assinatura;email;2025-09-10 22:03:36;fechado;media;1735
NAO CONSIGO hoje mais cedo isso está revoltante, sempre fica pendente podem verificar o rastreamento e atualizar o status fico no aguardo de retorno preciso de reagendamento porque o prazo já passou;logistica;email;2025-09-11 08:31:44;fechado;alta;9806
agora pouco, estou ligando pra tentar resolver estou bem irritado porque já tentei outras vezes quero reanálise do atendimento e mais transparência aguardo retorno estou insatisfeito com o atendimento, sem retorno e muita demora;feedback;telefone;2025-09-11 08:38:02;fechado;media;6568
URGENTE isso está revoltante, sempre fica pendente já chamei no chat e mandei email, mas sigo sem retorno o app está instável e fica travando preciso de ajuda urgente pra recuperar o acesso;suporte;telefone;2025-09-11 08:47:51;fechado;alta;5296
URGENTE já tentei pelo chat e não resolveu, por isso liguei o rastreamento não atualiza e a previsão só muda obrigado pela ajuda fico no aguardo de retorno podem me dar informação e orientação;logistica;telefone;2025-09-11 09:01:31;fechado;alta;1413
já tentei no chat e também por telefone, mas não resolveu hoje mais cedo, teve tentativa de entrega mas não chegou, preciso reagendamento preciso de relatório e extrato, mas não acho a opcao foi rapido e ajudou bastante podem informar como funciona e quais dados preciso enviar desde já agradeço;informacoes;email;2025-09-11 09:04:08;fechado;media;1413
já tentei pelo chat e não resolveu, por isso liguei no fim de semana o item faltando deixou o pedido incompleto estou bem irritado porque já tentei outras vezes inclusive fiquei perdido com o procedimento preciso de previsão de entrega e confirmação de recebimento PEDIDO_[XIT];logistica;telefone;2025-09-11 09:26:56;fechado;alta;1775
PRECISO DE AJUDA o cartão não aprovou e eu preciso de orientação podem revisar o processamento e dizer se foi aprovado isso é urgente e está me travando;financeiro;telefone;2025-09-11 09:58:49;fechado;alta;7128
URGENTE faz dias, estou ligando pra tentar resolver estou decepcionado e quero uma revisão do caso agradeço o atendimento fico no aguardo de retorno eu não reconheço a cobrança e preciso de contestação;financeiro;telefone;2025-09-11 10:12:58;fechado;alta;6312
desde a semana passada foi rápido e ajudou bastante fico no aguardo de retorno o download não completa e aparece erro de compatibilidade;suporte;email;2025-09-11 10:17:18;fechado;baixa;3611
URGENTE o app está instável e fica travando isso está revoltante, sempre fica pendente;suporte;telefone;2025-09-11 10:17:57;fechado;alta;1775
no fim de semana, estou ligando pra tentar resolver agradeço o atendimento aguardo retorno o status do plano expirou e não consigo reativar;assinatura;telefone;2025-09-11 10:30:06;fechado;alta;9495
NAO CONSIGO já chamei no chat e mandei email, mas sigo sem retorno está cansativo e ninguém dá solução preciso de previsão de entrega e confirmação de recebimento o pedido ficou parado em trânsito e não chegou PEDIDO_[OMC];logistica;telefone;2025-09-11 10:31:00;aberto;alta;1857
falei no chat antes e fiquei sem retorno, então envio este email o pedido ficou parado em trânsito e não chegou parabéns pelo retorno rápido, foi excelente e de qualidade estou bem irritado porque já tentei outras vezes eu só queria que fosse mais simples;logistica;email;2025-09-11 10:43:28;fechado;alta;9529
PRECISO DE AJUDA já pedi ajuda antes e continua igual minha mensalidade foi cobrada em duplicidade e isso me atrapalha estou bem irritado porque já tentei outras vezes podem verificar o desconto e o cupom do meu plano como funciona isso e qual o procedimento PROTO_[FFP];assinatura;telefone;2025-09-11 10:45:20;fechado;alta;8201
NAO CONSIGO faz dias minha entrega atrasou e o prazo mudou agradeço o atendimento por favor, verifiquem se houve extravio ou atraso fico no aguardo de retorno podem me dar informação e orientação PEDIDO_[IPF];logistica;chat;2025-09-11 10:51:08;fechado;alta;1674
ABSURDO a sincronização não funciona e o upload falha ja tentei limpei cache e cookies, tentei outro navegador isso está revoltante, sempre fica pendente podem checar se é bug e como contornar desde já agradeço preciso de relatório e extrato, mas não acho a opção;suporte;chat;2025-09-11 12:36:51;fechado;alta;8708
NAO CONSIGO desde a semana passada teve tentativa de entrega mas não chegou no endereço já tentei limpei cache e cookies, atualizei o app obrigado pela ajuda quero reagendamento da tentativa de entrega;logistica;telefone;2025-09-11 14:22:38;fechado;alta;3287
já pedi ajuda antes e continua igual meu saldo e limite parecem errados depois da cobrança preciso de relatório e extrato, mas não acho a opção agradeço o atendimento podem revisar o processamento e dizer se foi aprovado no fim de semana agradeço, ficou resolvido aqui;financeiro;telefone;2025-09-11 14:56:58;fechado;media;9158
ABSURDO parabéns pelo retorno rápido, foi excelente e de qualidade foi rápido e ajudou bastante podem dar prioridade e melhorar o retorno fico no aguardo de retorno;feedback;chat;2025-09-11 15:13:36;fechado;alta;6644
URGENTE já chamei no chat e mandei email, mas sigo sem retorno estou bem irritado porque já tentei outras vezes obrigado pela atenção eu só queria que fosse mais simples quero entender o horário de atendimento e o procedimento;informacoes;telefone;2025-09-11 15:18:52;fechado;alta;6982
PRECISO DE AJUDA a renovação automática cobrou e eu queria pausa já liguei e não ficou claro, tô chamando no chat hoje mais cedo isso está revoltante, sempre fica pendente valeu, podem fechar por favor;assinatura;chat;2025-09-11 15:41:27;fechado;alta;1971
URGENTE já tentei pelo chat e não resolveu, por isso liguei qual a documentação e confirmação necessária no cadastro foi rápido e ajudou bastante quero orientação pra seguir o procedimento certo;informacoes;telefone;2025-09-11 16:55:50;fechado;alta;1330
ABSURDO Bom dia, tá complicado desde a semana passada a sessão desconecta e fica intermitente estou bem irritado porque já tentei outras vezes preciso que a funcionalidade volte a funcionar qual é o prazo e como faço o passo a passo;suporte;chat;2025-09-11 16:56:11;fechado;alta;7725
URGENTE o app está instável e fica travando já tentei pelo chat e não resolveu, por isso liguei agora pouco isso está revoltante, sempre fica pendente preciso de ajuda urgente pra recuperar o acesso;suporte;telefone;2025-09-11 17:13:05;fechado;alta;8201
o envio ficou na separação e não anda hoje mais cedo quero informação de como funciona o procedimento de devolução isso é urgente e está me travando podem me orientar com um passo a passo bem claro;informacoes;telefone;2025-09-11 18:02:33;fechado;alta;8221
Olá faz dias estou bem irritado porque já tentei outras vezes quero informação de como funciona o procedimento de devolução preciso de confirmação do status e do andamento já liguei e não ficou claro, tô chamando no chat;informacoes;chat;2025-09-11 18:14:01;fechado;alta;9564
NAO CONSIGO desde a semana passada a sincronização não funciona e o upload falha quero troca ou devolução porque veio danificado agradeço o atendimento podem checar se é bug e como contornar qual é o prazo e como faço o passo a passo;suporte;telefone;2025-09-11 19:04:03;fechado;alta;5032
já mandei email e não resolveu, tô tentando por aqui preciso de reagendamento porque o prazo já passou por favor, verifiquem se houve extravio ou atraso isso está revoltante, sempre fica pendente desde ontem;logistica;chat;2025-09-11 19:38:29;fechado;media;5121
desde a semana passada quero registrar reclamação sobre qualidade e comunicação obrigado pela ajuda parece que cada hora muda uma coisa agradeço, ficou resolvido aqui o envio ficou na separação e não anda;logistica;chat;2025-09-11 20:02:05;fechado;alta;8523
meu saldo e limite parecem errados depois da cobrança quero orientação sobre pagamento e compensação desde já agradeço foi rápido e ajudou bastante;financeiro;chat;2025-09-11 20:14:35;fechado;baixa;1437
NAO CONSIGO o rastreamento não atualiza e a previsão só muda já mandei email e não resolveu, tô tentando por aqui desde ontem está cansativo e ninguém dá solução;logistica;chat;2025-09-11 20:24:16;fechado;alta;8755
agradeço o atendimento desde a semana passada parabéns pelo retorno rápido, foi excelente e de qualidade agradeço se puderem revisar a comunicação do suporte fico no aguardo de retorno;feedback;email;2025-09-11 20:40:25;fechado;alta;9721
já tentei atualizei o app, tentei outro navegador, refiz a senha e tentei de novo já tentei no chat e também por telefone, mas não resolveu o navegador trava e parece problema de cookies e cache agradeço o atendimento quero um passo a passo pra resolver o erro obrigado, já normalizou e pode encerrar;suporte;email;2025-09-11 22:31:45;fechado;baixa;8755
ABSURDO falei no chat antes e fiquei sem retorno, então envio este email estou bem irritado porque já tentei outras vezes inclusive fiquei perdido com o procedimento podem orientar devolução, troca e coleta do pacote o pedido ficou parado em trânsito e não chegou;logistica;email;2025-09-11 23:55:43;aberto;alta;3622
NAO CONSIGO o cupom de desconto não aplicou na mensalidade já tentei reiniciei o aparelho, limpei cache e cookies, tentei outro navegador está cansativo e ninguém dá solução podem orientar o cancelamento e o status do plano aguardo retorno como funciona isso e qual o procedimento;assinatura;telefone;2025-09-12 08:40:30;fechado;alta;6312
PRECISO DE AJUDA Olá desde ontem o estorno não apareceu e eu queria reembolso isso está revoltante, sempre fica pendente preciso de estorno ou reembolso o quanto antes já pedi ajuda antes e continua igual;financeiro;telefone;2025-09-12 09:03:19;fechado;alta;9142
o app está instável e fica travando quero resolver o quanto antes desde já agradeço;suporte;chat;2025-09-12 09:17:40;fechado;media;2141
URGENTE tenho dúvida sobre limite e restrição nas condições preciso resolver com urgência podem informar como funciona e quais dados preciso enviar fico no aguardo de retorno;informacoes;telefone;2025-09-12 09:22:04;fechado;alta;9157
faz dias não entendi o prazo e o andamento do status isso é urgente e está me travando parece que cada hora muda uma coisa podem informar como funciona e quais dados preciso enviar como funciona isso e qual o procedimento;informacoes;email;2025-09-12 09:38:25;fechado;alta;9264
ABSURDO isso está revoltante, sempre fica pendente agora pouco o comprovante não aparece e o pagamento fica travado preciso de nota fiscal e comprovante para concluir desde já agradeço;financeiro;telefone;2025-09-12 09:51:03;fechado;alta;1547
NAO CONSIGO agradeço o atendimento agora pouco a cobrança ficou pendente e o pagamento não confirma podem revisar o processamento e dizer se foi aprovado PROTO_[IBB];financeiro;telefone;2025-09-12 10:04:27;fechado;alta;8659
foi rápido e ajudou bastante agora pouco o status está pendente e não consigo saber o recebimento por favor, verifiquem se houve extravio ou atraso PEDIDO_[SPJ];logistica;chat;2025-09-12 10:20:33;fechado;alta;1558
NAO CONSIGO o pedido ficou parado em trânsito e não chegou inclusive fiquei perdido com o procedimento preciso de atualização do envio e da separação obrigado pela atenção isso está revoltante, sempre fica pendente;logistica;telefone;2025-09-12 10:35:20;fechado;alta;1266
NAO CONSIGO agradeço o atendimento no fim de semana o pagamento foi recusado e o processamento ficou em análise preciso de nota fiscal e comprovante para concluir;financeiro;chat;2025-09-12 10:45:57;fechado;alta;4383
NAO CONSIGO já chamei no chat e mandei email, mas sigo sem retorno o estorno não apareceu e eu queria reembolso agradeço o atendimento preciso de nota fiscal e comprovante para concluir desde a semana passada;financeiro;telefone;2025-09-12 10:56:05;fechado;alta;1909
tenho dúvida sobre limite e restrição nas condições isso está me atrapalhando eu só queria que fosse mais simples podem me orientar com um passo a passo bem claro obrigado pela atenção;informacoes;chat;2025-09-12 11:53:40;fechado;media;8653
Bom dia não consigo acessar o login e aparece mensagem de erro fico na dúvida do que fazer quero um passo a passo pra resolver o erro podem me dar informação e orientação;suporte;email;2025-09-12 12:01:47;fechado;baixa;7622
Bom dia, se puderem estou bem irritado porque já tentei outras vezes preciso de esclarecimento sobre prazo e condições não entendi o prazo e o andamento do status;informacoes;email;2025-09-12 12:26:53;fechado;media;7955
agora pouco, estou ligando pra tentar resolver estou bem irritado porque já tentei outras vezes desde já agradeço não entendi o prazo e o andamento do status;informacoes;telefone;2025-09-12 13:08:53;fechado;alta;4121
PRECISO DE AJUDA já chamei no chat e mandei email, mas sigo sem retorno preciso de mudança de plano, talvez upgrade ou downgrade estou bem irritado porque já tentei outras vezes por favor, expliquem as condições de fidelidade e pausa;assinatura;telefone;2025-09-12 13:12:52;fechado;alta;4383
PRECISO DE AJUDA desde ontem, estou ligando pra tentar resolver a tela em branco aparece e não carrega preciso de reanálise, a experiência foi péssima isso é urgente e está me travando podem verificar essa falha e orientar a correção;suporte;telefone;2025-09-12 14:52:55;fechado;alta;1693
ABSURDO já tentei pelo chat e não resolveu, por isso liguei foi frustrante porque não resolveu e ficou demorado está cansativo e ninguém dá solução preciso de um retorno claro sobre esse processo qual é o prazo e como faço o passo a passo;feedback;telefone;2025-09-12 15:15:07;fechado;alta;9665
o pacote veio avariado e a embalagem parecia violada já chamei no chat e mandei email, mas sigo sem retorno no começo do mês estou bem irritado porque já tentei outras vezes preciso de atualização do envio e da separação;logistica;telefone;2025-09-12 15:33:23;fechado;alta;2019
a recuperação de senha falha e eu fico sem acesso preciso de uma orientação pra seguir;suporte;telefone;2025-09-12 18:18:52;fechado;media;5114
ABSURDO no começo do mês isso está revoltante, sempre fica pendente quero reanálise do atendimento e mais transparência estou decepcionado e quero uma revisão do caso;feedback;email;2025-09-12 18:25:12;fechado;alta;1109
desde a semana passada estou bem irritado porque já tentei outras vezes podem verificar o desconto e o cupom do meu plano a migração de plano ficou confusa e não entendi os benefícios PROTO_[OZU];assinatura;chat;2025-09-12 18:33:24;fechado;media;1971
ABSURDO não consigo acessar o login e aparece mensagem de erro agradeço o atendimento preciso que a funcionalidade volte a funcionar fico no aguardo de retorno;suporte;telefone;2025-09-12 18:43:58;fechado;alta;9564
PRECISO DE AJUDA o app está instável e fica travando Bom dia no fim de semana isso está revoltante, sempre fica pendente podem verificar essa falha e orientar a correção;suporte;chat;2025-09-12 18:47:19;fechado;alta;1674
PRECISO DE AJUDA desde ontem obrigado pela ajuda preciso de previsão de entrega e confirmação de recebimento teve tentativa de entrega mas não chegou no endereço PEDIDO_[JLS];logistica;chat;2025-09-12 19:18:23;fechado;alta;1964
desde ontem, estou ligando pra tentar resolver a sessão desconecta e fica intermitente foi rápido e ajudou bastante quero um passo a passo pra resolver o erro agradeço, ficou resolvido aqui;suporte;telefone;2025-09-12 19:30:23;fechado;alta;4001
NAO CONSIGO no começo do mês preciso de mudança de plano, talvez upgrade ou downgrade foi rápido e ajudou bastante quero confirmar a renovação e a mensalidade correta desde já agradeço;assinatura;email;2025-09-12 19:47:52;fechado;alta;9297
PRECISO DE AJUDA já liguei e não ficou claro, tô chamando no chat a fatura parece com duplicidade e o valor não bate quero registrar reclamação sobre qualidade e comunicação isso está revoltante, sempre fica pendente parece que cada hora muda uma coisa preciso de nota fiscal e comprovante para concluir desde já agradeço FATURA_[JHY];financeiro;chat;2025-09-12 21:15:53;fechado;alta;8755
URGENTE já falei com o atendimento e ficou sem retorno quero troca ou devolução porque veio danificado estou bem irritado porque já tentei outras vezes por favor, verifiquem se houve extravio ou atraso valeu, podem fechar por favor como funciona isso e qual o procedimento;logistica;email;2025-09-12 23:03:53;fechado;alta;7738
ABSURDO a cobrança ficou pendente e o pagamento não confirma eu só queria que fosse mais simples estou bem irritado porque já tentei outras vezes;financeiro;email;2025-09-12 23:29:11;fechado;alta;2900
NAO CONSIGO Oi isso está revoltante, sempre fica pendente aguardo retorno quero um passo a passo pra resolver o erro o navegador trava e parece problema de cookies e cache;suporte;email;2025-09-13 01:10:53;fechado;alta;4958
