texto;categoria;origem;data_criacao;status;prioridade;cliente_id
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Pode me dar uma luz?;suporte;telefone;2026-01-17 05:17:11;aberto;media;8474
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Eu sou meio devagar pra digitar. Fico no aguardo.;financeiro;chat;2026-01-17 05:32:49;fechado;alta;1582
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Eu fico meio perdido nessas telas.;financeiro;chat;2026-01-17 06:09:15;fechado;media;4330
Eu achei a entrega ok, mas o acompanhamento é difícil de entender. Tem muita informação e eu não sei o que é importante. Se fosse mais simples ajudava bastante. Se precisar eu mando print, só me diz como. Me ajuda por favor.;feedback;email;2026-01-17 07:17:25;aberto;baixa;8291
Bom dia, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Agradeço.;financeiro;telefone;2026-01-17 08:13:13;aberto;baixa;1828
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu sou meio devagar pra digitar. Pode me dar uma luz?;suporte;telefone;2026-01-17 08:43:50;fechado;media;8102
Boa, eu queria saber se vocês atendem minha cidade e como é a entrega. Eu não achei essa informação fácil no site. Se puder me dizer certinho, eu agradeço. Me ajuda por favor.;informacoes;chat;2026-01-17 08:50:13;aberto;media;4353
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Obrigadinho.;suporte;email;2026-01-17 09:47:54;aberto;baixa;5031
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Eu não manjo muito dessas coisas de app. Agradeço.;suporte;email;2026-01-17 09:49:53;aberto;media;9885
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu sou meio devagar pra digitar. Pode me dar uma luz?;suporte;email;2026-01-17 09:55:59;fechado;media;6817
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Minha internet aqui é meio ruim. Me ajuda por favor.;suporte;email;2026-01-17 09:59:51;fechado;alta;5805
Olá, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo? Minha internet aqui é meio ruim. Fico no aguardo.;assinatura;email;2026-01-17 12:22:10;aberto;baixa;3848
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu uso só pelo celular mesmo.;suporte;email;2026-01-17 12:23:13;aberto;baixa;7242
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo. Eu fico meio perdido nessas telas.;financeiro;email;2026-01-17 12:58:00;aberto;alta;8337
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Me ajuda por favor.;financeiro;chat;2026-01-17 14:03:40;fechado;media;7996
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Minha internet aqui é meio ruim. Pode me dar uma luz?;suporte;chat;2026-01-17 14:54:12;aberto;media;7597
Eu vi uma opção de 'relatório' mas não sei pra que serve. Eu cliquei e apareceu um monte de número. Tem como vocês me dizerem o que é isso em palavras simples? Não quero fazer besteira e piorar. Fico no aguardo.;informacoes;telefone;2026-01-17 16:36:08;aberto;media;9646
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo?;suporte;email;2026-01-17 17:07:30;aberto;media;6081
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Eu uso só pelo celular mesmo.;assinatura;email;2026-01-17 18:58:24;aberto;media;1932
Bom dia, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Obrigadinho.;feedback;chat;2026-01-17 19:02:28;fechado;baixa;3377
Oi, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Agradeço.;financeiro;email;2026-01-17 19:32:25;fechado;alta;9151
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo. Se precisar eu mando print, só me diz como.;financeiro;chat;2026-01-17 20:07:51;aberto;baixa;1652
Oi, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Eu uso só pelo celular mesmo. Pode me dar uma luz?;assinatura;chat;2026-01-17 20:29:15;aberto;baixa;8667
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Eu uso só pelo celular mesmo. Obrigadinho.;logistica;email;2026-01-17 21:20:01;fechado;media;4971
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Não quero fazer besteira e piorar.;logistica;chat;2026-01-17 22:00:07;fechado;media;6803
Eu queria dar um toque: o aplicativo podia ter letra maior. Eu tenho dificuldade pra ler no celular e aí eu erro. Se desse pra aumentar seria ótimo. Eu fico meio perdido nessas telas. Valeu.;feedback;telefone;2026-01-18 00:40:03;aberto;baixa;1344
Olá, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu fico meio perdido nessas telas. Obrigado.;suporte;chat;2026-01-18 03:00:39;aberto;baixa;9805
Oi, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Minha internet aqui é meio ruim.;feedback;chat;2026-01-18 03:16:03;aberto;baixa;6284
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Minha internet aqui é meio ruim.;suporte;email;2026-01-18 03:37:07;aberto;media;7102
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Eu uso só pelo celular mesmo. Obrigadinho.;logistica;chat;2026-01-18 04:41:40;fechado;media;7329
Eu vi uma opção de 'relatório' mas não sei pra que serve. Eu cliquei e apareceu um monte de número. Tem como vocês me dizerem o que é isso em palavras simples? Obrigado.;informacoes;email;2026-01-18 06:59:04;fechado;baixa;1998
Boa tarde, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Obrigadinho.;assinatura;email;2026-01-18 07:55:17;fechado;baixa;6213
Boa tarde, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Não quero fazer besteira e piorar. Valeu.;assinatura;chat;2026-01-18 08:53:12;aberto;baixa;9056
O atendimento foi bom, só que eu tive que repetir a história várias vezes. Se tivesse um jeito de vocês já verem o que eu escrevi no começo seria bem melhor. Não quero fazer besteira e piorar. Pode me dar uma luz?;feedback;chat;2026-01-18 09:01:47;aberto;media;6299
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Não quero fazer besteira e piorar. Valeu.;logistica;email;2026-01-18 11:02:03;fechado;media;7881
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Minha internet aqui é meio ruim. Obrigado.;feedback;email;2026-01-18 12:22:44;aberto;baixa;3142
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Se precisar eu mando print, só me diz como.;logistica;email;2026-01-18 12:35:19;aberto;alta;9462
Boa noite, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu uso só pelo celular mesmo.;suporte;email;2026-01-18 15:18:36;fechado;media;8516
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Eu uso só pelo celular mesmo. Valeu.;informacoes;email;2026-01-18 15:58:25;fechado;media;1476
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Minha internet aqui é meio ruim. Obrigadinho.;suporte;chat;2026-01-18 17:29:52;fechado;media;7082
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Minha internet aqui é meio ruim. Fico no aguardo.;logistica;email;2026-01-18 17:52:37;fechado;media;8266
Bom dia, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu fico meio perdido nessas telas.;suporte;email;2026-01-18 18:04:07;aberto;alta;1346
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo?;suporte;telefone;2026-01-18 18:04:55;aberto;baixa;8386
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Valeu.;logistica;chat;2026-01-18 18:31:06;aberto;alta;8235
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Não quero fazer besteira e piorar.;feedback;chat;2026-01-18 19:13:06;fechado;baixa;1589
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu fico meio perdido nessas telas. Agradeço.;suporte;email;2026-01-18 21:04:36;fechado;alta;5436
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site.;logistica;email;2026-01-18 21:51:38;fechado;alta;6912
Oi, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Se precisar eu mando print, só me diz como. Obrigado.;logistica;chat;2026-01-18 21:53:01;fechado;media;4246
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Minha internet aqui é meio ruim. Agradeço.;financeiro;telefone;2026-01-18 22:00:08;fechado;media;3517
Oi, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo? Minha internet aqui é meio ruim. Agradeço.;assinatura;email;2026-01-18 22:51:41;aberto;media;9510
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Eu uso só pelo celular mesmo. Se puder me ajudar eu agradeço.;suporte;email;2026-01-18 23:49:19;aberto;media;9441
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Eu sou meio devagar pra digitar. Pode me dar uma luz?;logistica;chat;2026-01-18 23:49:37;aberto;media;7564
Oi, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Eu sou meio devagar pra digitar. Fico no aguardo.;logistica;chat;2026-01-19 00:00:50;fechado;alta;7301
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Eu sou meio devagar pra digitar. Agradeço.;logistica;email;2026-01-19 00:09:20;aberto;baixa;1690
Oi, eu queria saber como funciona esse negócio aí, porque eu li mas não entendi direito. Eu só queria um resumo bem simples, tipo o que eu ganho e o que eu preciso fazer pra começar. Não quero fazer besteira e piorar. Obrigadinho.;informacoes;chat;2026-01-19 01:34:44;fechado;baixa;3390
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Valeu.;suporte;chat;2026-01-19 01:37:11;aberto;media;9251
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Me ajuda por favor.;logistica;email;2026-01-19 01:47:04;fechado;media;8584
Oi, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Eu sou meio devagar pra digitar.;logistica;telefone;2026-01-19 02:11:45;aberto;alta;1132
Boa, eu queria saber se vocês atendem minha cidade e como é a entrega. Eu não achei essa informação fácil no site. Se puder me dizer certinho, eu agradeço. Eu fico meio perdido nessas telas.;informacoes;email;2026-01-19 03:16:20;fechado;media;2523
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu sou meio devagar pra digitar.;suporte;chat;2026-01-19 03:34:56;aberto;baixa;9780
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Pode me dar uma luz?;financeiro;telefone;2026-01-19 03:50:02;fechado;media;6373
Bom dia, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Obrigadinho.;financeiro;email;2026-01-19 05:28:09;fechado;alta;9115
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Não quero fazer besteira e piorar. Fico no aguardo.;logistica;email;2026-01-19 05:42:19;aberto;media;8398
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Obrigadinho.;financeiro;chat;2026-01-19 06:26:44;fechado;media;5962
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Eu uso só pelo celular mesmo.;assinatura;chat;2026-01-19 07:47:37;aberto;baixa;1562
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Eu fico meio perdido nessas telas. Fico no aguardo.;suporte;chat;2026-01-19 08:09:16;aberto;alta;4593
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Eu sou meio devagar pra digitar.;suporte;email;2026-01-19 11:01:29;aberto;media;8038
Bom dia, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Se precisar eu mando print, só me diz como. Se puder me ajudar eu agradeço.;financeiro;email;2026-01-19 11:45:17;aberto;media;8304
Boa, eu queria saber se vocês atendem minha cidade e como é a entrega. Eu não achei essa informação fácil no site. Se puder me dizer certinho, eu agradeço.;informacoes;email;2026-01-19 12:58:46;aberto;baixa;4390
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Pode me dar uma luz?;suporte;email;2026-01-19 14:08:03;fechado;media;6183
Eu achei a entrega ok, mas o acompanhamento é difícil de entender. Tem muita informação e eu não sei o que é importante. Se fosse mais simples ajudava bastante. Obrigadinho.;feedback;email;2026-01-19 15:06:00;fechado;baixa;7740
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Eu não manjo muito dessas coisas de app. Me ajuda por favor.;financeiro;chat;2026-01-19 16:30:23;aberto;media;6718
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Eu não manjo muito dessas coisas de app. Se puder me ajudar eu agradeço.;assinatura;telefone;2026-01-19 17:01:11;fechado;media;8615
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Se precisar eu mando print, só me diz como. Fico no aguardo.;suporte;email;2026-01-19 17:12:00;fechado;media;1746
Oi, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Eu fico meio perdido nessas telas. Me ajuda por favor.;logistica;chat;2026-01-19 18:17:21;aberto;media;7652
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Eu não manjo muito dessas coisas de app. Se puder me ajudar eu agradeço.;suporte;email;2026-01-19 18:25:56;aberto;media;2838
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu sou meio devagar pra digitar. Me ajuda por favor.;suporte;telefone;2026-01-19 19:23:57;aberto;media;1825
Bom dia, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Se puder me ajudar eu agradeço.;suporte;email;2026-01-19 19:38:31;aberto;baixa;3279
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Pode me dar uma luz?;logistica;email;2026-01-19 21:41:28;aberto;alta;1013
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Eu uso só pelo celular mesmo. Pode me dar uma luz?;assinatura;email;2026-01-19 21:46:03;aberto;media;2632
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu sou meio devagar pra digitar. Fico no aguardo.;suporte;chat;2026-01-19 21:56:54;aberto;media;1051
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Agradeço.;logistica;chat;2026-01-19 22:02:44;aberto;baixa;9548
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Valeu.;logistica;email;2026-01-19 22:49:40;fechado;media;5483
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Se puder me ajudar eu agradeço.;financeiro;email;2026-01-19 22:52:21;aberto;baixa;6626
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Obrigado.;financeiro;telefone;2026-01-19 23:53:31;fechado;baixa;2989
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Minha internet aqui é meio ruim.;feedback;chat;2026-01-20 00:13:46;aberto;baixa;3197
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Se precisar eu mando print, só me diz como.;informacoes;chat;2026-01-20 00:48:03;aberto;baixa;7461
Boa tarde, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Fico no aguardo.;financeiro;chat;2026-01-20 02:08:52;fechado;media;6453
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Não quero fazer besteira e piorar.;logistica;email;2026-01-20 03:09:22;aberto;media;1840
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Se precisar eu mando print, só me diz como. Agradeço.;suporte;chat;2026-01-20 05:56:16;aberto;baixa;3407
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Minha internet aqui é meio ruim. Fico no aguardo.;suporte;telefone;2026-01-20 09:18:28;aberto;alta;1163
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Me ajuda por favor.;suporte;email;2026-01-20 10:06:14;aberto;media;7530
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Eu uso só pelo celular mesmo. Me ajuda por favor.;financeiro;email;2026-01-20 10:28:04;aberto;media;8291
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Fico no aguardo.;logistica;email;2026-01-20 10:50:49;aberto;alta;9359
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Eu fico meio perdido nessas telas. Me ajuda por favor.;financeiro;telefone;2026-01-20 11:25:59;aberto;media;8021
Bom dia, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Eu fico meio perdido nessas telas. Me ajuda por favor.;financeiro;email;2026-01-20 11:30:54;aberto;baixa;2958
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu uso só pelo celular mesmo.;suporte;email;2026-01-20 12:15:22;fechado;baixa;1022
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Se precisar eu mando print, só me diz como.;suporte;chat;2026-01-20 13:09:28;aberto;media;6395
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Eu fico meio perdido nessas telas.;feedback;email;2026-01-20 13:55:20;fechado;baixa;4882
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Minha internet aqui é meio ruim. Se puder me ajudar eu agradeço.;suporte;email;2026-01-20 14:14:49;aberto;alta;5910
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Minha internet aqui é meio ruim. Agradeço.;logistica;email;2026-01-20 14:34:20;fechado;media;7713
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu sou meio devagar pra digitar.;suporte;chat;2026-01-20 14:57:17;fechado;media;5883
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Se precisar eu mando print, só me diz como. Fico no aguardo.;assinatura;email;2026-01-20 16:17:39;fechado;baixa;6320
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar?;suporte;chat;2026-01-20 17:13:43;aberto;media;2469
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Eu uso só pelo celular mesmo. Obrigadinho.;logistica;email;2026-01-20 17:15:56;fechado;baixa;9162
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo?;financeiro;email;2026-01-20 17:48:18;aberto;baixa;9837
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Se precisar eu mando print, só me diz como. Agradeço.;suporte;email;2026-01-20 18:51:44;aberto;baixa;9536
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Eu sou meio devagar pra digitar. Valeu.;assinatura;chat;2026-01-20 20:30:52;aberto;baixa;9537
Boa tarde, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Eu não manjo muito dessas coisas de app. Pode me dar uma luz?;assinatura;email;2026-01-20 21:34:10;aberto;baixa;5063
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Eu fico meio perdido nessas telas.;logistica;chat;2026-01-20 22:43:04;fechado;baixa;8894
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Me ajuda por favor.;informacoes;chat;2026-01-20 22:43:09;fechado;media;4469
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Se precisar eu mando print, só me diz como.;financeiro;email;2026-01-20 22:46:37;fechado;alta;6703
